StartDate,EndDate,Status,Duplicate?,IP Address Check,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,Q1_1,Q2,Q3,Q4,Q5,Q16,Q7,Q23,Q8,Q30,Q31,Q35,Q23,Q24,Q25,Q26,total_no_tip,total_tip,mTurkCode
2017-03-30 12:00:14,2017-03-30 12:01:07,IP Address,,1,100.4.117.19,100,53,True,2017-03-30 12:01:08,R_2eW09dwF3xfdjqV,,,,,37.702194213867,-75.659202575684,anonymous,3,"Friends,Family,I eat alone","Appetizer,Main course","Water,Non-alcoholic beverages,Wine,Beer or cider,Cocktails / mixed drinks",45,,,,,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,,,,,40,0,98
2017-03-30 12:01:22,2017-03-30 12:02:21,IP Address,,1,99.99.206.123,100,59,True,2017-03-30 12:02:21,R_33kCIGc5ylhz6EL,,,,,43.705307006836,-84.237701416016,anonymous,2,"Friends,Family",Main course,Non-alcoholic beverages,20,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",5,Somewhat unreasonable,,,,,,,,0,32,93
2017-03-30 12:00:33,2017-03-30 12:02:25,IP Address,,1,188.169.53.183,100,111,True,2017-03-30 12:02:25,R_2f0wWT1DsMihTE6,,,,,41.725006103516,44.790802001953,anonymous,6,Friends,Dessert,Non-alcoholic beverages,20,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,,,,,23,0,68
2017-03-30 12:01:17,2017-03-30 12:02:42,IP Address,,1,184.155.9.64,100,85,True,2017-03-30 12:02:42,R_1mjWcpN656d5lC2,,,,,30.473007202148,-89.149398803711,anonymous,10,"Spouse / significant other,Family","Appetizer,Main course",Water,12,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,4,Somewhat reasonable,,,,,,,,0,21.28,73
2017-03-30 12:00:41,2017-03-30 12:02:46,IP Address,,1,108.206.197.230,100,124,True,2017-03-30 12:02:46,R_1IL6Yqz82yBvPKq,,,,,41.803207397461,-88.134101867676,anonymous,2,Family,Main course,"Water,Non-alcoholic beverages",20,,,,,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,,,,,40,0,37
2017-03-30 12:01:46,2017-03-30 12:02:49,IP Address,,1,67.235.9.80,100,62,True,2017-03-30 12:02:49,R_2XpMkWGgso2QtDj,,,,,39.932006835938,-77.706901550293,anonymous,1,I eat alone,Main course,Non-alcoholic beverages,20,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,23,0,55
2017-03-30 12:01:23,2017-03-30 12:03:12,IP Address,,1,124.123.7.164,100,109,True,2017-03-30 12:03:13,R_1dsGMxcMHtvzLja,,,,,17.375305175781,78.474395751953,anonymous,8,"Friends,Spouse / significant other,Colleagues","Appetizer,Main course","Water,Non-alcoholic beverages",15,Signature cocktail,"Pizza with nettles, red onions, and ricotta: $18",1,Somewhat reasonable,,,,,,,,0,33.4,82
2017-03-30 12:01:53,2017-03-30 12:03:13,IP Address,,1,98.4.196.141,100,80,True,2017-03-30 12:03:14,R_2dpcfnbIjMe4PuX,,,,,42.835601806641,-78.748397827148,anonymous,2,Friends,"Appetizer,Main course",Water,25,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,23,0,58
2017-03-30 12:01:43,2017-03-30 12:03:51,IP Address,,1,103.219.60.242,100,128,True,2017-03-30 12:03:52,R_1DA3Djq4QTdnhMi,,,,,15.86669921875,74.5,anonymous,17,"Friends,Family","Appetizer,Main course","Water,Wine",8,Red or white wine (from the wine list),"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",1,Somewhat reasonable,,,,,,,,0,39.88,68
2017-03-30 12:02:01,2017-03-30 12:03:52,IP Address,,1,117.209.131.30,100,111,True,2017-03-30 12:03:53,R_1GUZrfqKwK7PK6A,,,,,11.25,75.766693115234,anonymous,20,"Friends,Colleagues","Appetizer,Main course","Water,Wine",60,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $18",55.64,Somewhat unreasonable,,,,,,,,0,83.72,13
2017-03-30 12:03:35,2017-03-30 12:04:02,IP Address,,1,76.179.60.26,100,27,True,2017-03-30 12:04:03,R_2Xntcq6fI0fRQJb,,,,,43.717300415039,-71.716300964355,anonymous,5,Spouse / significant other,"Appetizer,Main course",Non-alcoholic beverages,25,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Neither reasonable nor unreasonable,,,,,26,0,9
2017-03-30 12:03:25,2017-03-30 12:04:24,IP Address,,1,103.207.4.2,100,59,True,2017-03-30 12:04:25,R_30cUPe5xSdye53L,,,,,11.350006103516,77.733306884766,anonymous,9,"Friends,Colleagues,Family","Main course,Dessert",Non-alcoholic beverages,20,,,,,One of our 5 national brand beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,28,0,87
2017-03-30 12:03:56,2017-03-30 12:04:56,IP Address,,1,47.142.47.247,100,59,True,2017-03-30 12:04:56,R_6yhtyIqH1eH1PR7,,,,,33.928894042969,-116.48809814453,anonymous,2,"Spouse / significant other,Family",Main course,"Water,Beer or cider,Cocktails / mixed drinks",15,Red or white wine (from the wine list),Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,3,Extremely reasonable,,,,,,,,0,32.16,76
2017-03-30 12:03:23,2017-03-30 12:05:05,IP Address,,1,137.97.8.254,100,101,True,2017-03-30 12:05:06,R_Rl8XcrQagjlpV5f,,,,,9.8500061035156,76.966705322266,anonymous,18,"Friends,Family","Main course,Dessert","Non-alcoholic beverages,Wine,Cocktails / mixed drinks",50,Signature cocktail,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,5,Extremely reasonable,,,,,,,,0,43.88,22
2017-03-30 12:04:13,2017-03-30 12:05:12,IP Address,,1,50.78.98.180,100,58,True,2017-03-30 12:05:13,R_2frm4Rth5FEcmVe,,,,,37.865798950195,-122.27500152588,anonymous,3,"Friends,Spouse / significant other",Main course,Water,15,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Neither reasonable nor unreasonable,,,,,26,0,94
2017-03-30 12:05:51,2017-03-30 12:07:05,IP Address,,1,68.192.255.157,100,73,True,2017-03-30 12:07:05,R_1l0RoeNnln3TfTn,,,,,40.758697509766,-73.173698425293,anonymous,3,Family,"Appetizer,Main course","Water,Wine,Beer or cider,Cocktails / mixed drinks",30,,,,,One of our 20 draft craft beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,,,,,35,0,20
2017-03-30 12:05:08,2017-03-30 12:07:18,IP Address,,1,173.46.78.179,100,130,True,2017-03-30 12:07:19,R_2dEKlzRR6kgmAKT,,,,,37.396102905273,-121.96170043945,anonymous,5,"Spouse / significant other,Family",Main course,"Water,Non-alcoholic beverages",15,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",5,Somewhat reasonable,,,,,,,,0,32,1
2017-03-30 12:07:44,2017-03-30 12:08:33,IP Address,,1,103.219.244.126,100,49,True,2017-03-30 12:08:34,R_e54cOGRfAcY53b3,,,,,11.929992675781,79.829986572266,anonymous,10,"Friends,Family","Appetizer,Main course",Water,5,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,,,,,0,33.08,2
2017-03-30 12:06:58,2017-03-30 12:08:35,IP Address,,1,117.98.176.75,100,97,True,2017-03-30 12:08:36,R_2SkHaRa33VgptWs,,,,,10.992492675781,76.961395263672,anonymous,3,Spouse / significant other,"Appetizer,Main course","Water,Non-alcoholic beverages",30,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,23,0,0
2017-03-30 12:07:36,2017-03-30 12:08:48,IP Address,,1,108.35.168.146,100,72,True,2017-03-30 12:08:48,R_D2hpEsaZfJgACtP,,,,,41.013198852539,-74.264297485352,anonymous,3,"Friends,Family","Main course,Dessert",Water,20,Bottled water,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,5,Somewhat reasonable,,,,,,,,0,30.92,76
2017-03-30 12:05:08,2017-03-30 12:09:45,IP Address,,1,200.84.221.25,100,277,True,2017-03-30 12:09:46,R_1ImfpN9dyU0DZLo,,,,,7.7669067382812,-72.224998474121,anonymous,4,"Spouse / significant other,Family","Main course,Dessert","Water,Beer or cider",60,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Extremely reasonable,,,,,32,0,18
2017-03-30 12:08:06,2017-03-30 12:10:24,IP Address,,1,157.49.0.43,100,137,True,2017-03-30 12:10:24,R_BLZ60powOEOPEI1,,,,,12.983306884766,77.583312988281,anonymous,19,"Friends,Spouse / significant other,Colleagues,Family,I eat alone","Appetizer,Main course,Dessert","Water,Beer or cider,Cocktails / mixed drinks",25,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,23,0,80
2017-03-30 12:09:21,2017-03-30 12:10:53,IP Address,,1,24.12.154.253,100,92,True,2017-03-30 12:10:54,R_2aWBXGOo3jCjaZo,,,,,42.169494628906,-87.958801269531,anonymous,10,"Spouse / significant other,Family","Appetizer,Main course","Water,Beer or cider",30,,,,,One of our 5 national brand beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $31,Somewhat reasonable,,,,,38,0,49
2017-03-30 12:08:51,2017-03-30 12:11:12,IP Address,,1,136.61.83.179,100,141,True,2017-03-30 12:11:12,R_2OYGMU8MyxzKJoL,,,,,39.083694458008,-94.583801269531,anonymous,2,Friends,"Main course,Dessert",Non-alcoholic beverages,17,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $20",5,Extremely unreasonable,,,,,,,,0,26.6,88
2017-03-30 12:09:46,2017-03-30 12:11:33,IP Address,X,2,103.219.244.18,100,106,True,2017-03-30 12:11:33,R_OxuDoXkdkfuHMGZ,,,,,13.083297729492,80.283294677734,anonymous,19,Friends,Appetizer,Water,100,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",5,Extremely reasonable,,,,,,,,0,30.92,84
2017-03-30 12:09:53,2017-03-30 12:11:34,IP Address,X,2,103.219.244.18,100,100,True,2017-03-30 12:11:34,R_sB9fUxYYPVtD28x,,,,,13.083297729492,80.283294677734,anonymous,17,Friends,Appetizer,Water,100,,,,,One of our 5 national brand beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Extremely reasonable,,,,,40,0,70
2017-03-30 12:10:29,2017-03-30 12:12:04,IP Address,,1,103.66.79.103,100,95,True,2017-03-30 12:12:05,R_2WZ221QlG0KvGVY,,,,,9.9333038330078,78.11669921875,anonymous,5,"Friends,Colleagues",Main course,Water,20,,,,,One of our 20 draft craft beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Neither reasonable nor unreasonable,,,,,30,0,86
2017-03-30 12:10:37,2017-03-30 12:12:50,IP Address,,1,122.164.48.126,100,132,True,2017-03-30 12:12:51,R_2VC814pdr04vShQ,,,,,13.083297729492,80.283294677734,anonymous,18,Friends,Main course,Beer or cider,200,One of our 20 draft craft beers,Duck leg braised in the wood oven with Belgian endive and carrot relish: $24,0,Neither reasonable nor unreasonable,,,,,,,,0,34.56,94
2017-03-30 12:12:58,2017-03-30 12:13:32,IP Address,X,11,73.66.219.203,100,33,True,2017-03-30 12:13:32,R_2ZU1W9gpAaBbMAI,,,,,37.636901855469,-121.01710510254,anonymous,6,Friends,Main course,Beer or cider,15,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,,,,,0,30.92,92
2017-03-30 12:12:53,2017-03-30 12:14:40,IP Address,,1,75.91.113.232,100,106,True,2017-03-30 12:14:40,R_udFlg9ugWvYHd8B,,,,,41.38639831543,-81.30419921875,anonymous,4,Spouse / significant other,Main course,Beer or cider,20,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat unreasonable,,,,,33,0,57
2017-03-30 12:14:35,2017-03-30 12:16:10,IP Address,,1,68.226.245.216,100,94,True,2017-03-30 12:16:10,R_1l6qDmmGQ3E352q,,,,,30.160507202148,-92.033203125,anonymous,2,Spouse / significant other,Main course,Non-alcoholic beverages,24,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,21,0,97
2017-03-30 12:12:03,2017-03-30 12:16:31,IP Address,,1,117.223.245.182,100,267,True,2017-03-30 12:16:32,R_2D7XDvfNqndu69X,,,,,10.992492675781,76.961395263672,anonymous,10,"Friends,Spouse / significant other,Colleagues,Family,I eat alone",Main course,"Water,Non-alcoholic beverages",20,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",0.74,Extremely reasonable,,,,,,,,0,20.18,9
2017-03-30 12:16:26,2017-03-30 12:17:31,IP Address,,1,70.214.108.201,100,64,True,2017-03-30 12:17:31,R_3JauQNfjLcI917v,,,,,40.780502319336,-73.951202392578,anonymous,5,Friends,Main course,Water,15,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3.74,Somewhat reasonable,,,,,,,,0,23.18,47
2017-03-30 12:18:34,2017-03-30 12:19:24,IP Address,,1,68.103.217.75,100,49,True,2017-03-30 12:19:24,R_0D6I7wEvKlxZjTH,,,,,37.072998046875,-95.61840057373,anonymous,5,Spouse / significant other,"Appetizer,Main course",Beer or cider,25,,,,,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,30,0,29
2017-03-30 12:17:53,2017-03-30 12:19:37,IP Address,,1,98.237.161.226,100,103,True,2017-03-30 12:19:37,R_28XNXpmwIzoruSV,,,,,47.223907470703,-122.44599914551,anonymous,2,Spouse / significant other,Main course,"Water,Beer or cider",25,,,,,One of our 20 draft craft beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat unreasonable,,,,,30,0,12
2017-03-30 12:18:16,2017-03-30 12:19:47,IP Address,,1,67.163.103.162,100,91,True,2017-03-30 12:19:47,R_0AFuBCru6pepdrr,,,,,37.955001831055,-77.437202453613,anonymous,4,"Friends,Spouse / significant other","Appetizer,Main course",Cocktails / mixed drinks,25,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",5,Somewhat reasonable,,,,,,,,0,32,39
2017-03-30 12:18:41,2017-03-30 12:19:50,IP Address,,1,157.49.7.220,100,68,True,2017-03-30 12:19:51,R_yyl6J2ItAwoKXAt,,,,,12.983306884766,77.583312988281,anonymous,18,"Friends,Colleagues,Family","Main course,Dessert","Water,Cocktails / mixed drinks",100,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",10,Extremely reasonable,,,,,,,,0,29.44,80
2017-03-30 12:19:52,2017-03-30 12:20:44,IP Address,,1,190.113.209.210,100,51,True,2017-03-30 12:20:44,R_2VOr4FiHWyyTAjT,,,,,-12.067794799805,-77.088600158691,anonymous,11,"Friends,Colleagues,I eat alone","Main course,Dessert","Water,Non-alcoholic beverages",15,,,,,One of our 20 draft craft beers,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,32,0,78
2017-03-30 12:21:12,2017-03-30 12:22:44,IP Address,,1,134.223.230.158,100,91,True,2017-03-30 12:22:44,R_xxEyoK6Yhi9nepP,,,,,34.054397583008,-118.2440032959,anonymous,6,"Friends,Family",Main course,"Water,Non-alcoholic beverages",30,Bottled water,"Pizza with nettles, red onions, and ricotta: $18",3,Somewhat reasonable,,,,,,,,0,22.44,23
2017-03-30 12:22:41,2017-03-30 12:24:27,IP Address,,1,96.18.42.44,100,105,True,2017-03-30 12:24:28,R_29rVEsyJD2G29Ic,,,,,43.727600097656,-116.49369812012,anonymous,1,Friends,"Main course,Dessert",Cocktails / mixed drinks,30,,,,,Bottled water,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Somewhat reasonable,,,,,26,0,85
2017-03-30 12:23:47,2017-03-30 12:24:42,IP Address,,1,173.94.78.34,100,54,True,2017-03-30 12:24:42,R_1CDSIZskX1IkDzL,,,,,35.898696899414,-80.574096679688,anonymous,2,"Family,I eat alone","Appetizer,Main course","Water,Beer or cider,Cocktails / mixed drinks",20,,,,,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Somewhat unreasonable,,,,,33,0,31
2017-03-30 12:21:55,2017-03-30 12:25:13,IP Address,,1,123.136.218.237,100,197,True,2017-03-30 12:25:14,R_2cBkdojNrwvffh3,,,,,12.983306884766,77.583312988281,anonymous,10,"Friends,Spouse / significant other,Family",Main course,"Non-alcoholic beverages,Beer or cider",100,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",5,Extremely reasonable,,,,,,,,0,30.92,62
2017-03-30 12:24:49,2017-03-30 12:26:37,IP Address,,1,60.254.11.225,100,107,True,2017-03-30 12:26:37,R_6Gp4JRVSzUkLztT,,,,,18.975006103516,72.825805664062,anonymous,25,Friends,Main course,Non-alcoholic beverages,10,,,,,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,21,0,93
2017-03-30 12:25:28,2017-03-30 12:26:38,IP Address,,1,99.177.222.29,100,69,True,2017-03-30 12:26:39,R_1BY3hoJNUemkOiL,,,,,38.601898193359,-89.913803100586,anonymous,3,Family,Main course,"Water,Non-alcoholic beverages",15,Bottled water,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,1,Somewhat unreasonable,,,,,,,,0,18.28,97
2017-03-30 12:26:51,2017-03-30 12:29:19,IP Address,,1,108.171.159.47,100,148,True,2017-03-30 12:29:20,R_25MvyaGC3PzXBRL,,,,,12.835800170898,80.202514648438,anonymous,12,Family,"Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Beer or cider,Cocktails / mixed drinks",10,One of our 5 national brand beers,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",2,Extremely reasonable,,,,,,,,0,35.48,52
2017-03-30 12:26:25,2017-03-30 12:29:31,IP Address,,1,37.201.194.218,100,185,True,2017-03-30 12:29:31,R_273EDzXnlfJv4Jl,,,,,51.216705322266,6.7666931152344,anonymous,10,"Friends,Spouse / significant other,Colleagues,Family","Main course,Dessert","Water,Wine,Beer or cider",25,One of our 20 draft craft beers,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $16,5,Somewhat reasonable,,,,,,,,0,30.92,34
2017-03-30 12:28:24,2017-03-30 12:29:56,IP Address,,1,43.242.226.78,100,91,True,2017-03-30 12:29:56,R_2XaFnWWAeFaZ1Cw,,,,,18.975006103516,72.825805664062,anonymous,3,"Friends,Family","Appetizer,Main course","Water,Non-alcoholic beverages,Cocktails / mixed drinks",25,,,,,Signature cocktail,Egg and spinach fettuccine with wild mushroom ragù and Parmesan: $21,Somewhat reasonable,,,,,35,0,100
2017-03-30 12:27:27,2017-03-30 12:29:58,IP Address,,1,103.58.116.138,100,151,True,2017-03-30 12:29:59,R_cZ7Ba23hSYXWTS1,,,,,11.233306884766,78.166687011719,anonymous,10,"Friends,Spouse / significant other,Family","Appetizer,Main course,Dessert","Water,Wine,Cocktails / mixed drinks",75,,,,,Signature cocktail,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $33",Extremely reasonable,,,,,47,0,9
2017-03-30 12:29:37,2017-03-30 12:30:09,IP Address,X,11,73.66.219.203,100,31,True,2017-03-30 12:30:09,R_2ygrB2jk7MZKEqy,,,,,37.636901855469,-121.01710510254,anonymous,3,Spouse / significant other,Main course,Beer or cider,20,One of our 5 national brand beers,"Pizza with nettles, red onions, and ricotta: $18",5,Somewhat reasonable,,,,,,,,0,30.92,90
2017-03-30 12:29:07,2017-03-30 12:30:11,IP Address,,1,216.47.62.92,100,63,True,2017-03-30 12:30:11,R_3eafzUOITXhZV4l,,,,,47.5625,-115.44200134277,anonymous,2,"Spouse / significant other,I eat alone",Main course,Water,22,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Neither reasonable nor unreasonable,,,,,23,0,53
2017-03-30 12:28:32,2017-03-30 12:30:16,IP Address,,1,198.203.181.181,100,103,True,2017-03-30 12:30:16,R_3KIwhmZMcEpJoAh,,,,,45.046905517578,-93.426597595215,anonymous,5,"Friends,Spouse / significant other,Colleagues","Appetizer,Main course,Dessert","Water,Non-alcoholic beverages,Wine,Beer or cider,Cocktails / mixed drinks",30,,,,,One of our 5 national brand beers,"Roasted pork loin with sweet potato purée, snap peas, and hazelnut-sage sauce: $26",Extremely reasonable,,,,,33,0,99
2017-03-30 12:28:54,2017-03-30 12:30:25,IP Address,,1,203.223.191.154,100,91,True,2017-03-30 12:30:26,R_1gTknsSHtwtZFK9,,,,,10.992492675781,76.961395263672,anonymous,15,"Friends,Colleagues",Main course,Wine,5,Bottled water,"Pan-fried fish and shellfish cakes with wild arugula, artichokes, and aïoli: $25",2,Somewhat unreasonable,,,,,,,,0,29,64
2017-03-30 12:30:44,2017-03-30 12:31:15,IP Address,,1,73.114.83.51,100,31,True,2017-03-30 12:31:16,R_vV9sOuFHw7CkuyZ,,,,,41.873397827148,-70.63939666748,anonymous,6,Spouse / significant other,Main course,Non-alcoholic beverages,12,,,,,Bottled water,"Pizza with nettles, red onions, and ricotta: $23",Somewhat reasonable,,,,,23,0,7
